id,year,wave,region,income,family_member,gender,year_born,education_level,marriage,religion,occupation,company_size,reason_none_worker
30101,2018,14,1,815,1,1,1948,3,2,2, , ,9
40101,2005,1,1,1440,1,1,1942,7,3,1,832,3, 
40101,2006,2,1,2130,1,1,1942,7,3,1,832,1, 
40101,2007,3,1,2287,1,1,1942,7,3,1,832,6, 
40101,2008,4,1,2317,2,1,1942,7,3,1,862,1, 
40101,2009,5,1,3300,2,1,1942,7,3,1,762,2, 
40101,2010,6,1,2461,2,1,1942,7,3,1,762,2, 
40101,2011,7,1,2958,2,1,1942,7,3,1,762,1, 
40101,2012,8,1,2796,2,1,1942,7,3,1,762,2, 
40101,2013,9,1,3878,2,1,1942,7,3,1,762,2, 
40101,2014,10,1,3687,2,1,1942,7,3,1,762,2, 
40101,2015,11,1,3816,2,1,1942,7,3,1,762,2, 
40101,2016,12,1,4232,2,1,1942,7,3,1,762,2, 
40101,2017,13,1,3449,2,1,1942,7,3,1,762,2, 
40101,2018,14,1,2116,1,1,1942,7,3,1,762,2, 
50101,2005,1,1,4552,4,1,1955,5,1,1,415,1, 
60101,2005,1,1,2429,5,1,1962,6,1,1,511,1, 
60101,2006,2,1,3109,5,1,1962,6,1,1,511,1, 
60101,2007,3,1,3031,5,1,1962,6,1,1,512,1, 
60101,2008,4,1,1540,5,1,1962,6,1,1,530,1, 
60101,2009,5,1,3564,5,1,1962,6,1,1,530,1, 
60101,2010,6,1,2964,5,1,1962,6,1,1,530,1, 
60101,2011,7,1,3604,5,1,1962,6,1,1,530,1, 
60101,2012,8,1,3116,5,1,1962,6,1,1,530,1, 
60101,2013,9,1,4079,5,1,1962,6,1,1,530,1, 
60101,2014,10,1,3486,5,1,1962,6,1,1,530,1, 
60101,2015,11,1,4821,5,1,1962,6,1,1,530,1, 
60101,2016,12,1,5921,5,1,1962,6,1,1,530,1, 
60101,2017,13,1,4668,5,1,1962,6,1,1,530,1, 
60101,2018,14,1,5008,5,1,1962,6,1,1,855,3, 
70101,2005,1,1,318,1,2,1930,2,2,1, , ,8
70101,2006,2,1,434,1,2,1930,2,2,2, , ,8
70101,2007,3,1,533,1,2,1930,2,2,2, , ,8
70101,2008,4,1,567,1,2,1930,2,2,1, , ,8
70101,2009,5,1,656,1,2,1930,2,2,2, , ,10
70101,2010,6,1,958,1,2,1930,2,2,2, , ,10
70101,2011,7,1,638,1,2,1930,2,2,2, , ,6
70101,2012,8,7,513,3,1,1956,5,1,2, , ,9
70101,2013,9,7,625,3,1,1956,5,1,2, , ,10
70101,2014,10,7,969,3,1,1956,5,1,2, , ,10
80101,2005,1,1,556,1,2,1940,3,2,1,911,1, 
80101,2006,2,1,1164,1,2,1940,3,2,1, , ,8
80101,2007,3,1,446,1,2,1940,3,2,1, , ,8
80101,2008,4,1,379,1,2,1940,3,2,2, , ,4
80101,2009,5,1,751,1,2,1940,3,2,1, , ,9
80101,2010,6,1,743,1,2,1940,3,2,1, , ,10
80101,2011,7,1,666,1,2,1940,3,2,1, , ,10
80101,2012,8,1,1038,1,2,1940,3,2,1,999,1, 
80101,2013,9,1,764,1,2,1940,3,2,1, , ,10
80101,2014,10,2,1369,1,2,1940,3,2,1, , ,9
80101,2015,11,2,1010,1,2,1940,3,2,1,941,3, 
80101,2016,12,2,1011,1,2,1940,3,2,1,999,4, 
80101,2017,13,2,1440,1,2,1940,3,2,1,999,2, 
80101,2018,14,2,1332,1,2,1940,3,2,1,999,1, 
90101,2005,1,1,962,1,2,1934,4,2,1, , ,8
90101,2006,2,1,1132,1,2,1934,4,2,1, , ,8
90101,2007,3,1,1149,1,2,1934,4,2,1, , ,8
90101,2008,4,1,2156,1,2,1934,4,2,1, , ,1
100101,2005,1,1,430,2,2,1970,5,3,1, , , 
100101,2006,2,1,930,2,2,1970,5,3,1, , ,8
100101,2007,3,1,899,2,2,1970,5,3,1, , ,8
100101,2008,4,1,1274,2,2,1970,5,3,1, , ,8
100101,2009,5,1,1144,2,2,1970,5,3,1, , ,8
100101,2010,6,1,1449,2,2,1970,5,3,1, , ,6
100101,2011,7,1,989,2,2,1970,5,3,1, , ,10
100101,2012,8,1,1323,2,2,1970,5,3,1, , ,6
100101,2013,9,1,1398,2,2,1970,5,3,1, , ,10
100101,2014,10,1,1257,2,2,1970,5,3,1, , ,9
100101,2015,11,1,1302,2,2,1970,5,3,1, , ,9
100101,2016,12,1,2172,2,2,1970,5,3,1, , ,9
100101,2017,13,1,2218,2,2,1970,5,3,1, , ,10
100101,2018,14,1,2039,2,2,1970,5,3,1, , ,6
110101,2005,1,1,833,2,1,1937,4,1,1, , , 
110101,2006,2,1,249.8650261,2,1,1937,4,1,1, , ,8
110101,2007,3,1,891,2,1,1937,4,1,2, , ,8
120101,2005,1,1,1034,2,1,1940,4,1,2,713,1, 
120101,2006,2,1,819,2,1,1940,4,1,2,713,2, 
120101,2007,3,1,1413,2,1,1940,4,1,2,713,1, 
120101,2008,4,1,6238,7,1,1940,4,1,2,730,3, 
120101,2009,5,1,9034,7,1,1940,4,1,2,730,1, 
120101,2011,7,1,6909,7,1,1940,4,1,2,730,1, 
120101,2012,8,1,2202,2,1,1940,4,1,2,730,1, 
120101,2013,9,1,1292,2,1,1940,4,1,2, , ,9
120101,2014,10,1,854,2,1,1940,4,1,2, , ,10
120101,2015,11,1,2206,2,1,1940,4,1,2, , ,10
120101,2016,12,1,1679,2,1,1940,4,1,2, , ,10
120101,2017,13,1,1228,2,1,1940,4,1,2, , ,10
120101,2018,14,1,1590,2,1,1940,4,1,2, , ,10
130101,2005,1,1,639,2,1,1965,4,5,2, , ,8
130101,2007,3,1,1258,2,1,1965,4,5,2, , ,8
130101,2008,4,1,1404,2,1,1965,4,5,2, , ,8
140101,2005,1,1,494,2,1,1962,6,5,1, , , 
140101,2006,2,1,598,2,1,1962,6,5,1, , , 
140101,2007,3,1,516,2,1,1962,6,5,1, , , 
140101,2008,4,1,793,2,1,1962,6,5,1, , , 
140101,2009,5,1,731,2,1,1962,6,5,1, , , 
140101,2010,6,1,917,2,1,1962,6,5,1, , , 
140101,2011,7,1,462,1,1,1962,6,5,1, , , 
140101,2012,8,1,130,1,1,1962,6,5,1, , , 
140101,2013,9,1,855,1,1,1962,6,5,1,999,1, 
140101,2014,10,1,542,1,1,1962,6,5,2,999,1, 
140101,2015,11,1,414,1,1,1962,6,5,1, , ,9
140101,2016,12,1,676,1,1,1962,6,5,1, , ,9
140101,2017,13,1,434,1,1,1962,6,5,1, , ,9
140101,2018,14,1,499,1,1,1962,6,5,1, , ,9
150101,2005,1,1,645,3,1,1978,7,1,2, , ,3
150101,2006,2,1,1364,3,1,1978,7,1,2, , , 
150101,2007,3,1,3222,3,1,1978,7,1,2,311,3, 
150101,2008,4,1,3068,3,1,1978,7,1,2,312,4, 
150101,2009,5,1,3686,4,1,1978,7,1,2,312,3, 
150101,2010,6,1,4885,4,1,1978,7,1,2,312,3, 
150101,2011,7,1,4886,4,1,1978,7,1,2,312,2, 
150101,2012,8,1,4406,4,1,1978,7,1,2,312,3, 
150101,2013,9,1,5578,4,1,1978,7,1,2,312,3, 
150101,2014,10,1,7212,4,1,1978,7,1,2,312,2, 
150101,2015,11,1,6016,4,1,1978,7,1,2,312,3, 
150101,2016,12,1,5573,4,1,1978,7,1,2,312,3, 
150101,2017,13,1,6189,4,1,1978,7,1,2,312,3, 
150101,2018,14,1,6751,4,1,1978,7,1,2,312,3, 
160101,2005,1,1,813,2,1,1941,5,1,2, , , 
160101,2006,2,1,4970,2,1,1941,5,1,2, , ,7
160101,2007,3,1,3211,2,1,1941,5,1,2, , ,8
160101,2008,4,1,4017,2,1,1941,5,1,2, , ,8
160101,2009,5,1,4378,2,1,1941,5,1,2, , ,10
160101,2010,6,1,4039,2,1,1941,5,1,2, , ,10
160101,2011,7,1,3807,2,1,1941,5,1,2, , ,10
160101,2012,8,1,1992,2,1,1941,5,1,2, , ,10
160101,2013,9,1,2960,2,1,1941,5,1,2, , ,10
160101,2014,10,1,4260,2,1,1941,5,1,1, , ,10
160101,2015,11,1,3100,2,1,1941,5,1,2, , ,10
160101,2016,12,1,2314,2,1,1941,5,1,1, , ,10
160101,2017,13,1,3438,2,1,1941,5,1,1, , ,10
160101,2018,14,1,3572,2,1,1941,5,1,1, , ,10
170101,2005,1,1,651,1,1,1964,3,5,2,513,1, 
170101,2006,2,1,409,1,1,1964,3,5,2, , , 
170101,2007,3,1,635,1,1,1964,3,5,2, , ,8
170101,2008,4,1,1047,1,1,1964,3,5,2,530,1, 
170101,2009,5,1,1102,1,1,1964,3,5,2,530,1, 
170101,2010,6,1,1026,1,1,1964,3,5,2,530,1, 
170101,2011,7,1,796,1,1,1964,3,5,2,530,1, 
170101,2012,8,1,1032,1,1,1964,3,5,2,521,1, 
170101,2013,9,1,1154,1,1,1964,3,5,2,530,1, 
170101,2014,10,1,1363,1,1,1964,3,5,2,530,1, 
170101,2015,11,1,1588,1,1,1964,3,5,2,530,1, 
170101,2016,12,1,1576,1,1,1964,3,5,2,530,1, 
170101,2017,13,1,1544,1,1,1964,3,5,2,530,1, 
170101,2018,14,1,1687,1,1,1964,3,5,2, , ,9
180101,2005,1,1,1065,1,2,1940,2,2,1, , ,8
180101,2006,2,1,561,1,2,1940,2,2,1, , ,8
180101,2007,3,1,1026,1,2,1940,2,2,2,411,1, 
180101,2008,4,1,943,1,2,1940,2,2,2,951,1, 
180101,2009,5,1,856,1,2,1940,2,2,1,951,1, 
180101,2010,6,1,874,1,2,1940,2,2,2,951,1, 
180101,2011,7,1,902,1,2,1940,2,2,2,951,1, 
180101,2012,8,1,892,1,2,1940,2,2,2,951,1, 
180101,2013,9,1,788,1,2,1940,2,2,2, , ,10
180101,2014,10,1,387,1,2,1940,2,2,2, , ,10
180101,2015,11,1,1032,1,2,1940,2,2,2, , ,10
180101,2016,12,1,952,1,2,1940,2,2,2, , ,10
180101,2017,13,1,1050,1,2,1940,2,2,2, , ,10
180101,2018,14,1,1027,1,2,1940,2,2,2, , ,10
190101,2005,1,1,1402,1,1,1928,4,2,2, , ,1
200101,2005,1,1,4385,2,1,1975,7,5,1,415,2, 
200101,2006,2,1,4106,2,1,1975,7,5,1,415,6, 
200101,2007,3,1,5612,2,1,1975,7,5,1,415,8, 
200101,2008,4,1,5302,2,1,1975,7,5,1,521,6, 
200101,2009,5,1,6297,2,1,1975,7,5,1,311,3, 
200101,2010,6,1,6545,2,1,1975,7,5,2,311,3, 
200101,2011,7,1,5773,2,1,1975,7,5,2,312,1, 
200101,2012,8,1,4927,2,1,1975,7,5,1,245,2, 
200101,2013,9,1,3608,1,1,1975,7,5,1,245,2, 
200101,2014,10,1,4722,1,1,1975,7,5,1,286,1, 
200101,2015,11,1,6023,1,1,1975,7,5,1,286,3, 
200101,2016,12,1,3719,1,1,1975,7,5,1,286,3, 
200101,2017,13,1,3280,1,1,1975,7,5,1,521,1, 
200101,2018,14,1,3003,1,1,1975,7,5,1,521,1, 
200901,2013,9,1,4092,1,1,1978,5,1,1,521,1, 
200901,2014,10,1,4248,1,1,1978,5,1,2,521,1, 
200901,2015,11,1,6760,2,1,1978,5,1,1,151,1, 
200901,2016,12,1,5747,2,1,1978,5,1,1,151,1, 
200901,2017,13,1,5003,2,1,1978,5,1,2,151,1, 
200901,2018,14,1,7054,2,1,1978,5,1,2,151,1, 
210101,2005,1,1,2860,2,1,1944,4,1,2, , ,8
220101,2005,1,1,600,1,1,1957,5,5,2, , ,8
220101,2006,2,1,1050,1,1,1957,5,5,2,182,10, 
220101,2007,3,1,852,1,1,1957,5,5,2,182,11, 
220101,2008,4,1,1262,1,1,1957,5,5,2,281,1, 
220101,2009,5,1,1010,1,1,1957,5,5,2,281,1, 
220101,2010,6,1,960,1,1,1957,5,5,2, , ,9
220101,2011,7,1,415,1,1,1957,5,5,2, , ,10
230101,2005,1,1,4240,3,1,1955,5,1,1, , , 
230101,2006,2,1,4540,3,1,1955,5,1,1,823,1, 
230101,2007,3,1,5198,3,1,1955,5,1,1,823,2, 
230101,2008,4,1,3749,3,1,1955,5,1,1,510,1, 
230101,2009,5,1,6151,3,1,1955,5,1,1,441,1, 
230101,2010,6,1,8210,3,1,1955,5,1,1,441,1, 
230101,2011,7,1,8864,3,1,1955,5,1,1,441,1, 
230101,2012,8,1,7923,2,1,1955,5,1,1,922,1, 
230101,2013,9,1,8811,2,1,1955,5,1,1,922,1, 
240101,2005,1,1,3600,4,2,1961,4,1,2,512,10, 
240101,2006,2,1,4350,4,2,1961,4,1,2,416,1, 
240101,2007,3,1,3959,4,2,1961,4,1,2,416,1, 
240101,2008,4,1,6293,4,2,1961,4,1,2,432,1, 
240101,2009,5,1,6163,4,2,1961,4,1,2, , ,6
240101,2011,7,1,5052,3,1,1961,4,1,2,773,2, 
240101,2012,8,1,4125,3,1,1961,4,1,2,773,1, 
240101,2013,9,1,5963,3,1,1961,4,1,2,773,2, 
240101,2014,10,1,7374,3,1,1961,4,1,2,773,2, 
240101,2015,11,1,5346,3,1,1961,4,1,2, , ,10
240101,2016,12,1,7993,3,1,1961,4,1,2,773,1, 
240101,2017,13,1,9571,3,1,1961,4,1,2,773,1, 
240101,2018,14,1,7577,3,1,1961,4,1,2,783,1, 
250101,2005,1,1,2495,5,2,1962,5,4,2,930,1, 
250101,2006,2,1,2471,5,2,1962,5,4,2,930,1, 
250101,2007,3,1,3939,5,2,1962,5,5,2,930,1, 
250101,2008,4,1,3426,5,2,1962,5,4,2,721,1, 
250101,2009,5,1,5595,5,2,1962,5,3,2,941,3, 
250101,2010,6,1,4789,5,2,1962,5,3,1,941,4, 
250101,2011,7,1,5154,4,2,1962,5,3,2,941,4, 
250101,2012,8,1,7379,5,1,1952,5,1,2,773,2, 
250101,2013,9,1,4779,5,1,1952,5,1,2,773,1, 
250101,2014,10,1,5390,3,1,1952,5,1,2,773,3, 
250101,2015,11,1,5793,3,1,1952,5,1,2,773,2, 
250101,2016,12,1,6028,3,1,1952,5,1,1,773,1, 
250101,2017,13,1,7687,4,1,1952,5,1,1,773,1, 
250101,2018,14,1,8433,4,1,1952,5,1,2,910,7, 
260101,2005,1,1,3068,2,2,1961,5,3,1, , , 
260101,2006,2,1,2484,2,2,1961,5,3,1,941,4, 
260101,2007,3,1,2692,2,2,1961,4,3,1, , ,5
260101,2008,4,1,4655,4,2,1961,4,3,1, , ,5
260101,2009,5,1,5487,4,2,1961,4,3,1, , ,6
260101,2010,6,1,4655,4,2,1961,4,3,1, , ,6
260101,2011,7,1,5739,4,2,1961,4,3,1, , ,10
260101,2012,8,1,3592,2,2,1961,4,3,1,951,1, 
260101,2013,9,1,3924,2,2,1961,4,3,1,951,1, 
260101,2014,10,1,5681,2,2,1961,4,3,1,951,1, 
260101,2015,11,1,1851,1,2,1961,4,3,1,951,1, 
260101,2016,12,1,2044,1,2,1961,4,3,1,951,1, 
260101,2017,13,1,2144,1,2,1961,4,3,1,951,1, 
260101,2018,14,1,2532,1,2,1961,4,3,1,951,1, 
261101,2015,11,1,36,2,1,1984,7,1,2, , ,10
261101,2016,12,1,2614,2,1,1984,7,1,2,521,1, 
261101,2017,13,1,4924,2,1,1984,7,1,1,521,1, 
261101,2018,14,1,3909,2,1,1984,7,1,2,531,1, 
270101,2005,1,1,3600,4,1,1975,7,1,2,733,1, 
270101,2006,2,1,3672,4,1,1975,7,1,2,733,1, 
280101,2005,1,1,3600,2,1,1968,5,5,2,913,3, 
280101,2006,2,1,3605,2,1,1968,5,5,2,913,5, 
280101,2007,3,1,6638,2,1,1968,5,5,1,913,3, 
280101,2008,4,1,3890,2,1,1968,5,5,2,922,3, 
280101,2009,5,1,1603,2,1,1968,5,5,2,311,1, 
280101,2010,6,1,2762,1,1,1968,5,5,2,311,3, 
280101,2011,7,1,1211,2,1,1968,5,5,2, , ,9
280101,2012,8,1,1467,2,1,1968,5,5,2, , ,10
280101,2013,9,1,814,2,1,1968,5,5,2,274,1, 
280101,2014,10,7,1962,2,1,1968,5,5,2,274,1, 
280101,2015,11,7,3809,2,1,1971,7,5,2,873,1, 
280101,2016,12,7,3446,2,1,1971,7,5,2,873,1, 
280101,2017,13,7,4855,2,2,1945,3,2,2, , ,6
280101,2018,14,7,2310,1,1,1971,7,5,2,873,1, 
280601,2010,6,7,3236,1,1,1971,7,5,2,873,7, 
280601,2011,7,7,3733,1,1,1971,7,1,2,873,4, 
280601,2012,8,7,4227,2,1,1971,7,1,2,873,5, 
280601,2013,9,7,3914,2,1,1971,7,1,2,873,5, 
280601,2014,10,7,3053,1,1,1971,7,3,2,873,3, 
290101,2005,1,1,884,2,1,1941,4,1,1, , , 
300101,2005,1,1,600,2,1,1943,3,1,1, , ,8
300101,2006,2,1,1013,2,1,1943,3,1,1, , ,8
300101,2007,3,1,552,1,1,1943,3,2,2, , ,8
300101,2008,4,1,1131,1,1,1943,3,2,1, , ,8
300101,2009,5,1,1380,1,1,1943,3,2,2, , ,10
300101,2010,6,1,846,1,1,1943,3,2,2, , ,10
300101,2011,7,1,1540,1,1,1943,3,2,1, , ,10
300101,2012,8,1,1308,1,1,1943,3,2,1, , ,10
300101,2013,9,1,1316,1,1,1943,3,2,2, , ,10
300101,2014,10,1,1238,1,1,1943,3,2,2, , ,10
300101,2015,11,1,1268,1,1,1943,3,2,1, , ,9
300101,2016,12,1,1102,1,1,1943,3,2,1, , ,10
300101,2017,13,1,1450,1,1,1943,3,2,1, , ,10
300101,2018,14,1,1195,1,1,1943,3,2,2, , ,10
310101,2005,1,1,2160,4,1,1963,5,1,2,930,1, 
310101,2006,2,1,4293.830721,4,1,1963,5,1,2,930,1, 
310101,2007,3,1,1292,3,2,1964,5,2,2, , ,4
310101,2008,4,1,1456,3,2,1964,5,2,2,510,1, 
320101,2005,1,1,1349,2,1,1925,3,1,2, , ,1
320101,2006,2,1,1349,2,1,1925,3,1,2, , ,1
320101,2007,3,1,856,1,2,1930,2,2,2, , ,8
320101,2008,4,1,799,1,2,1930,2,2,2, , ,8
320101,2009,5,1,1048,1,2,1930,2,2,2, , ,10
320101,2010,6,1,852,1,2,1930,2,2,2, , ,10
320101,2011,7,1,1298,1,2,1930,2,2,2, , ,10
320101,2012,8,1,1223,1,2,1930,2,2,2, , ,10
320101,2013,9,1,921,1,2,1930,2,2,2, , ,10
320101,2014,10,1,1214,1,2,1930,2,2,2, , ,10
330101,2005,1,1,879,2,1,1934,3,1,2, , ,8
330101,2006,2,1,983,2,1,1934,3,1,2, , ,8
330101,2007,3,1,875,2,1,1934,3,1,2, , ,8
330101,2008,4,1,1157,2,1,1934,3,1,2, , ,8
330101,2009,5,1,1166,2,1,1934,3,1,2, , ,1
330101,2010,6,1,1674,2,1,1934,3,1,2, , ,10
330101,2011,7,1,418,2,1,1934,3,1,2, , ,10
330101,2012,8,1,1088,2,2,1939,3,1,1, , ,8
330101,2013,9,1,884,2,2,1939,3,1,2, , ,8
330101,2014,10,1,420,1,2,1939,3,2,1, , ,10
330101,2015,11,1,1027,1,2,1939,3,2,1, , ,10
330101,2016,12,4,801,1,2,1939,3,2,1, , ,10
330101,2017,13,1,1019,1,2,1939,3,2,1, , ,10
340101,2005,1,1,964,3,1,1937,3,1,1, , ,8
340101,2006,2,1,729,3,1,1937,3,1,1, , ,8
340101,2007,3,1,1895,3,1,1937,3,1,1, , ,8
340101,2008,4,1,1281,3,1,1937,3,1,1, , ,8
340101,2009,5,1,1310,3,1,1937,3,1,1, , ,1
340101,2010,6,1,1360,3,1,1937,3,1,1, , ,10
340101,2011,7,1,707,3,1,1937,3,1,1, , ,10
340101,2012,8,1,2218,3,1,1937,5,1,1, , ,10
340101,2013,9,1,1380,3,1,1937,5,1,1, , ,10
340101,2014,10,1,2009,3,1,1937,5,1,1, , ,10
340101,2015,11,1,2824,3,2,1945,3,2,1, , ,8
340101,2016,12,1,1348,2,2,1945,3,2,1, , ,8
340101,2017,13,1,2652,2,2,1945,3,2,1, , ,8
340101,2018,14,1,3336,2,2,1945,3,2,2, , ,8
350101,2005,1,1,680,1,2,1927,3,2,1, , ,8
350101,2006,2,1,399,1,2,1927,3,2,1, , ,4
360101,2005,1,1,700,1,2,1940,4,2,2,930,11, 
360101,2006,2,1,1794,1,2,1940,4,2,1,930,1, 
360101,2007,3,1,921,1,2,1940,4,2,1,930,1, 
360101,2008,4,1,1306,1,2,1940,4,2,2,930,1, 
360101,2009,5,1,1923,1,2,1940,4,2,2,941,1, 
360101,2010,6,1,1172,1,2,1940,4,2,2, , ,10
360101,2011,7,1,1242,1,2,1940,4,2,2, , ,10
370101,2005,1,1,3090,2,2,1981,5,5,2,422,1, 
370101,2006,2,1,2256,2,2,1981,5,5,2,915,3, 
380101,2005,1,1,1000,2,1,1972,7,1,9, , , 
380101,2006,2,1,2123,2,1,1972,7,1,1, , , 
380101,2007,3,1,2932,4,1,1972,7,1,1,157,1, 
380101,2008,4,1,3129,4,1,1972,7,1,1, , ,5
380101,2009,5,1,3871,4,1,1972,7,1,1, , ,7
380101,2010,6,1,3809,4,1,1972,7,1,1, , ,7
380101,2011,7,1,4803,4,1,1972,7,1,1, , ,7
380101,2012,8,1,5763,4,1,1972,7,1,1, , ,7
380101,2013,9,1,4934,4,1,1972,7,1,1, , ,7
380101,2014,10,1,6042,4,1,1972,7,1,1, , , 
380101,2015,11,1,5358,4,1,1972,7,1,1, , ,7
380101,2016,12,1,6089,4,1,1972,7,1,1, , ,9
380101,2017,13,1,7121,4,1,1972,7,1,1, , ,10
380101,2018,14,1,7243,4,1,1972,7,1,1, , ,10
390101,2005,1,1,2430,2,1,1980,4,5,2,842,1, 
390101,2006,2,1,2139,2,1,1980,4,5,2,915,1, 
390101,2007,3,1,2417,2,1,1980,5,5,2,915,2, 
390101,2008,4,1,3099,2,1,1980,5,5,2,873,4, 
390101,2009,5,1,2186,2,1,1980,5,5,2,873,2, 
390101,2010,6,1,1958,2,1,1980,5,5,2,873,1, 
390101,2011,7,1,1519,2,1,1980,5,5,2, , , 
390101,2012,8,1,1503,2,2,1954,4,3,2, , ,10
390101,2013,9,1,4083,2,2,1954,4,3,2, , ,10
390101,2014,10,1,3173,2,2,1954,4,3,2, , ,10
390101,2015,11,1,3928,2,2,1954,4,3,2,951,1, 
390101,2016,12,1,5716,2,2,1954,4,3,2,951,1, 
390101,2017,13,1,6047,2,2,1954,4,3,2,951,1, 
390101,2018,14,1,6490,2,2,1954,4,3,2,421,1, 
400101,2005,1,1,2300,3,1,1954,4,1,1,713,1, 
410101,2005,1,1,1544,2,1,1930,5,1,2, , ,8
410101,2006,2,1,985,2,1,1930,5,1,1, , ,1
410101,2007,3,1,1665,2,1,1930,5,1,1, , ,8
410101,2008,4,1,1096,2,1,1930,5,1,2, , ,7
410101,2009,5,1,2518,2,1,1930,5,1,1, , ,1
410101,2010,6,1,1009,1,2,1941,3,2,1, , ,10
410101,2011,7,1,723,1,2,1941,3,2,1, , ,10
410101,2012,8,1,1182,1,2,1941,3,2,1, , ,10
410101,2013,9,1,1063,1,2,1941,3,2,1, , ,9
410101,2014,10,1,700,1,2,1941,3,2,1, , ,10
410101,2015,11,1,519,1,2,1941,3,2,1, , ,10
410101,2016,12,1,1219,1,2,1941,3,2,1, , ,10
410101,2017,13,1,1137,1,2,1941,3,2,1, , ,10
410101,2018,14,1,1140,1,2,1941,3,2,1, , ,10
420101,2005,1,1,3530,5,1,1966,7,1,2,311,4, 
420101,2006,2,1,3844,5,1,1966,7,1,1,311,3, 
420101,2007,3,1,4660,5,1,1966,7,1,1,311,3, 
420101,2008,4,1,4802,5,1,1966,7,1,1,311,7, 
420101,2009,5,1,4843,5,1,1966,7,1,1,311,7, 
420101,2010,6,1,4024,5,1,1966,7,1,1,311,6, 
420101,2011,7,1,4174,5,1,1966,7,1,1,311,6, 
420101,2012,8,1,5595,5,1,1966,7,1,1,312,5, 
420101,2013,9,1,6000,5,1,1966,7,1,1,312,5, 
420101,2014,10,1,4994,5,1,1966,7,1,1,312,3, 
430101,2005,1,1,4589,6,1,1955,7,1,2,30,1, 
430101,2006,2,1,2264.794253,4,1,1955,7,1,1,30,1, 
430101,2007,3,1,3954,3,2,1961,5,5,2, , ,4
430101,2008,4,1,6092,4,1,1955,7,1,2,151,6, 
430101,2009,5,1,6023,4,1,1955,7,1,2,151,3, 
430101,2010,6,1,5002,4,1,1955,7,1,1,151,5, 
430101,2011,7,1,5552,4,1,1955,7,1,1,151,1, 
430101,2012,8,1,9341,4,1,1955,7,1,2,151,4, 
430101,2013,9,1,8055,4,1,1955,7,1,2,151,4, 
430101,2014,10,1,9841,4,1,1955,7,1,2,151,1, 
430101,2015,11,1,6987,4,1,1955,7,1,2,151,1, 
430101,2016,12,1,8228,4,1,1955,7,1,2,151,1, 
430101,2017,13,1,9269,4,1,1955,7,1,2,151,3, 
430201,2006,2,1,3335,2,1,1921,3,1,2, , ,1
430201,2007,3,1,1971,2,1,1921,7,1,2, , ,1
430201,2008,4,1,2598,2,2,1927,5,2,2, , ,8
430201,2009,5,1,1305,1,2,1927,5,2,1, , ,10
430201,2010,6,1,1322,1,2,1927,5,2,1, , ,10
430201,2011,7,1,2491,1,2,1927,5,2,1, , ,10
430201,2012,8,1,1360,1,2,1927,5,2,1, , ,10
430201,2013,9,1,1229,1,2,1927,5,2,1, , ,10
430201,2014,10,1,2131,1,2,1927,5,2,1, , ,10
430201,2015,11,1,1730,1,2,1927,5,2,1, , ,10
440101,2005,1,1,1300,1,2,1936,4,2,1, , ,8
440101,2006,2,1,1274,1,2,1936,4,2,2, , ,4
